City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,Hamilton,39.1834,-84.5333,33.8,47,20,17.27,US,2021-02-02 21:58:35
389,Rudbar,30.15,62.6,51.17,44,0,7.94,AF,2021-02-02 21:58:35
390,Brae,60.3964,-1.353,37.4,60,40,19.57,GB,2021-02-02 21:58:35
391,Simbahan,6.3032,120.5836,81.18,81,99,18.63,PH,2021-02-02 21:58:35
392,Show Low,34.2542,-110.0298,59.0,47,75,9.22,US,2021-02-02 21:54:06
393,Turukhansk,65.8167,87.9833,-5.48,91,100,9.82,RU,2021-02-02 21:53:36
394,Coffs Harbour,-30.3,153.1333,72.0,68,40,12.66,AU,2021-02-02 21:58:35
395,Puerto Varas,-41.3195,-72.9854,68.0,56,0,17.27,CL,2021-02-02 21:58:35
396,Tingo Maria,-9.2895,-76.0088,82.09,67,96,2.51,PE,2021-02-02 21:58:35
397,Severnyy,50.677,36.5532,30.2,100,90,4.12,RU,2021-02-02 21:58:36
398,Angoram,-4.0625,144.0661,73.78,98,99,4.97,PG,2021-02-02 21:58:36
399,Keffi,8.8486,7.8736,82.4,51,0,2.3,NG,2021-02-02 21:58:36
400,Oktyabrskiy,54.4815,53.471,14.81,96,100,2.73,RU,2021-02-02 21:58:36
401,Portland,45.5234,-122.6762,48.99,76,75,12.66,US,2021-02-02 21:54:06
402,Quelimane,-17.8786,36.8883,84.2,89,20,5.75,MZ,2021-02-02 21:58:36
403,Myronivka,49.6601,30.9823,21.65,98,39,6.85,UA,2021-02-02 21:58:36
404,Bonthe,7.5264,-12.505,79.41,81,0,6.26,SL,2021-02-02 21:54:05
405,Shingu,33.7333,135.9833,35.04,80,0,7.78,JP,2021-02-02 21:53:55
406,Ketchikan,55.3422,-131.6461,42.8,93,1,4.76,US,2021-02-02 21:54:15
407,Mezen,65.8522,44.24,17.42,97,100,6.06,RU,2021-02-02 21:58:36
408,Smirnykh,49.75,142.8333,-25.31,80,40,5.26,RU,2021-02-02 21:58:37
409,Brown Deer,43.1633,-87.9645,32.0,59,75,10.36,US,2021-02-02 21:58:37
410,Piet Retief,-27.0071,30.8132,54.61,97,100,0.78,ZA,2021-02-02 21:58:37
411,Tezu,27.9167,96.1667,59.18,43,0,3.53,IN,2021-02-02 21:58:37
412,Savannah Bight,16.45,-85.85,75.2,64,75,10.36,HN,2021-02-02 21:58:37
413,Rancho Cordova,38.5891,-121.3027,57.99,94,90,8.05,US,2021-02-02 21:58:31
414,Akyab,20.15,92.9,58.95,56,0,6.89,MM,2021-02-02 21:56:27
415,Aykhal,66.0,111.5,-26.95,83,100,11.18,RU,2021-02-02 21:58:38
416,Doka,13.5167,35.7667,78.31,27,0,13.11,SD,2021-02-02 21:58:38
417,Bairiki,1.3292,172.9752,82.4,78,75,10.36,KI,2021-02-02 21:58:38
418,Saskylakh,71.9167,114.0833,-4.67,91,100,13.29,RU,2021-02-02 21:58:38
419,Dalvik,65.9702,-18.5286,8.6,72,0,6.91,IS,2021-02-02 21:58:38
420,Ahuimanu,21.4447,-157.8378,77.0,65,75,10.36,US,2021-02-02 21:58:38
421,Doha,25.2867,51.5333,62.6,72,0,5.75,QA,2021-02-02 21:58:38
422,Malangwa,26.8568,85.5581,52.5,59,0,2.89,NP,2021-02-02 21:58:38
423,Waddan,29.1614,16.139,46.99,91,20,7.43,LY,2021-02-02 21:58:38
424,Kapit,2.0167,112.9333,73.36,94,99,1.28,MY,2021-02-02 21:58:38
425,Polonnaruwa,7.9333,81.0,72.72,92,100,4.81,LK,2021-02-02 21:58:38
426,Fort Nelson,58.8053,-122.7002,-7.6,71,90,8.05,CA,2021-02-02 21:58:39
427,Duzce,40.8389,31.1639,52.59,60,100,3.98,TR,2021-02-02 21:58:39
428,Kiunga,-6.1219,141.2906,73.4,99,100,2.35,PG,2021-02-02 21:58:39
429,Nouadhibou,20.931,-17.0347,68.0,68,0,11.5,MR,2021-02-02 21:58:39
430,Northam,51.0333,-4.2167,48.99,94,77,5.99,GB,2021-02-02 21:58:39
431,Sayyan,15.1718,44.3244,43.14,58,1,4.05,YE,2021-02-02 21:58:39
432,Miles City,46.4083,-105.8406,51.8,32,1,4.61,US,2021-02-02 21:58:39
433,Isugod,9.3408,118.1196,77.11,84,100,9.91,PH,2021-02-02 21:58:39
434,Nabisar,25.0685,69.6419,61.39,55,0,8.08,PK,2021-02-02 21:58:39
435,Moerai,-22.4333,-151.3333,80.69,63,47,0.94,PF,2021-02-02 21:58:40
436,Cacapava,-23.1008,-45.7069,75.2,78,75,4.61,BR,2021-02-02 21:58:40
437,Kalcheva,45.7374,28.8141,35.51,95,60,6.51,UA,2021-02-02 21:58:40
438,Sampit,-2.5333,112.95,74.55,97,72,2.75,ID,2021-02-02 21:58:40
439,Temerloh,3.4483,102.4176,69.87,97,95,1.23,MY,2021-02-02 21:58:40
440,Karratha,-20.7377,116.8463,81.1,82,46,15.73,AU,2021-02-02 21:58:40
441,Punto Fijo,11.6956,-70.1996,79.79,71,0,28.32,VE,2021-02-02 21:58:40
442,Chara,56.9064,118.2631,-31.02,66,8,2.57,RU,2021-02-02 21:58:40
443,Mayo,38.8876,-76.5119,35.6,80,90,14.97,US,2021-02-02 21:58:40
444,Hays,30.0502,-98.0336,68.0,27,0,1.01,US,2021-02-02 21:58:40
445,Collie,-33.3667,116.15,64.99,78,1,7.0,AU,2021-02-02 21:58:41
446,Khartoum,15.5518,32.5324,82.0,12,0,8.05,SD,2021-02-02 21:58:41
447,Cerritos,33.8583,-118.0648,71.6,64,40,9.22,US,2021-02-02 21:58:41
448,San Quintin,30.4833,-115.95,68.13,54,100,11.41,MX,2021-02-02 21:58:41
449,Bagdarin,54.4333,113.6,-27.08,76,0,4.94,RU,2021-02-02 21:58:41
450,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.57,77,2,8.81,BR,2021-02-02 21:58:41
451,Batticaloa,7.7102,81.6924,77.61,81,100,15.32,LK,2021-02-02 21:58:41
452,Le Port,-20.9373,55.2919,78.8,73,75,21.85,RE,2021-02-02 21:58:41
453,Berlevag,70.8578,29.0864,26.6,74,75,28.77,NO,2021-02-02 21:58:41
454,Laguna De Perlas,12.3429,-83.6712,84.2,74,40,4.61,NI,2021-02-02 21:58:41
455,Hambantota,6.1241,81.1185,76.73,80,1,15.7,LK,2021-02-02 21:58:41
456,Tonj,7.2737,28.6822,83.84,22,49,4.74,SS,2021-02-02 21:58:42
457,Khorixas,-20.3667,14.9667,68.61,53,0,8.32,NA,2021-02-02 21:58:42
458,Tairua,-37.0167,175.85,71.15,55,1,3.76,NZ,2021-02-02 21:58:42
459,Mount Dora,28.8025,-81.6445,54.0,40,1,13.8,US,2021-02-02 21:58:42
460,Esperance,-33.8667,121.9,64.4,68,75,17.27,AU,2021-02-02 21:57:22
461,Orje,59.4802,11.6602,23.0,90,90,1.99,NO,2021-02-02 21:58:42
462,Beidao,34.5686,105.8933,34.86,82,43,0.34,CN,2021-02-02 21:58:42
463,Port Augusta,-32.5,137.7667,64.99,68,26,5.75,AU,2021-02-02 21:58:43
464,Paamiut,61.994,-49.6678,6.15,82,0,15.66,GL,2021-02-02 21:58:43
465,Caxito,-8.5785,13.6643,80.6,74,20,9.22,AO,2021-02-02 21:56:26
466,Roma,43.2128,-75.4557,28.0,74,90,9.22,US,2021-02-02 21:54:05
467,Yining,29.0361,114.5636,47.55,76,46,1.59,CN,2021-02-02 21:58:43
468,Saraland,30.8207,-88.0706,57.2,26,1,4.61,US,2021-02-02 21:58:43
469,Nuuk,64.1835,-51.7216,6.8,61,40,13.8,GL,2021-02-02 21:58:43
470,Lima,-12.0432,-77.0282,77.0,57,0,9.22,PE,2021-02-02 21:56:11
471,Longkou,37.6508,120.3286,28.85,83,0,13.73,CN,2021-02-02 21:58:43
472,Puksoozero,62.5903,40.6066,1.45,94,80,5.73,RU,2021-02-02 21:58:43
473,Richards Bay,-28.783,32.0377,69.01,79,100,4.68,ZA,2021-02-02 21:58:44
474,Danielskuil,-28.1887,23.5395,57.74,88,97,18.37,ZA,2021-02-02 21:58:44
475,Usinsk,65.9939,57.5281,8.38,95,99,15.39,RU,2021-02-02 21:58:44
476,Aasiaat,68.7098,-52.8699,-8.46,91,93,9.66,GL,2021-02-02 21:58:44
477,Anadyr,64.75,177.4833,12.2,79,75,22.37,RU,2021-02-02 21:58:44
478,Half Moon Bay,37.4636,-122.4286,61.0,82,1,6.91,US,2021-02-02 21:57:38
479,Wenchi,7.7392,-2.1046,79.27,18,0,0.34,GH,2021-02-02 21:58:45
480,Chabahar,25.2919,60.643,68.9,58,0,5.95,IR,2021-02-02 21:58:45
481,Raudeberg,61.9875,5.1352,25.0,88,0,5.99,NO,2021-02-02 21:58:45
482,Krasnaya Gora,52.9995,31.6023,19.4,86,90,11.18,RU,2021-02-02 21:58:45
483,Vestmannaeyjar,63.4427,-20.2734,37.38,79,84,33.51,IS,2021-02-02 21:58:45
484,Moyale,3.5167,39.0584,72.0,36,19,9.22,KE,2021-02-02 21:58:45
485,Samarai,-10.6167,150.6667,82.42,73,92,6.87,PG,2021-02-02 21:58:45
486,High Level,58.5169,-117.136,-5.8,77,90,17.27,CA,2021-02-02 21:58:45
487,Kazanskoye,55.6448,69.235,32.36,97,100,15.82,RU,2021-02-02 21:58:45
488,Aksarka,66.5606,67.7975,6.33,94,98,6.22,RU,2021-02-02 21:58:46
489,Pilar,-9.5972,-35.9567,77.0,88,0,5.75,BR,2021-02-02 21:58:46
490,Rockingham,42.9668,-71.0995,32.0,79,100,3.0,US,2021-02-02 21:54:41
491,Rocha,-34.4833,-54.3333,74.46,80,86,6.42,UY,2021-02-02 21:58:46
492,Gravdal,68.1214,13.5031,29.43,89,100,7.76,NO,2021-02-02 21:58:46
493,Nantucket,41.2835,-70.0995,41.0,93,90,19.57,US,2021-02-02 21:58:46
494,Spornoye,50.8448,37.2913,30.2,100,90,3.31,RU,2021-02-02 21:58:46
495,Bela Vista,-22.1089,-56.5211,83.44,81,71,4.45,BR,2021-02-02 21:58:46
496,La Ligua,-32.4524,-71.2311,66.2,72,40,11.5,CL,2021-02-02 21:58:46
497,Sistranda,63.7256,8.834,19.4,79,20,14.97,NO,2021-02-02 21:58:47
498,Taunggyi,20.7833,97.0333,45.39,58,0,1.23,MM,2021-02-02 21:58:47
499,Dakar,14.6937,-17.4441,66.2,88,37,6.91,SN,2021-02-02 21:54:48
500,Nago,26.5881,127.9761,57.2,71,1,8.05,JP,2021-02-02 21:58:47
501,Kenai,60.5544,-151.2583,12.99,61,75,6.87,US,2021-02-02 21:58:47
502,River Falls,44.8614,-92.6238,26.01,79,92,1.99,US,2021-02-02 21:58:47
503,Plettenberg Bay,-34.0527,23.3716,71.17,59,0,4.97,ZA,2021-02-02 21:58:47
504,Dzerzhinskoye,56.8344,95.2283,4.93,90,100,2.95,RU,2021-02-02 21:58:47
505,Beaverlodge,55.2166,-119.4361,-4.0,77,90,13.8,CA,2021-02-02 21:58:47
506,Mosquera,4.7059,-74.2302,66.2,45,75,6.91,CO,2021-02-02 21:56:35
507,Eirunepe,-6.6603,-69.8736,84.85,70,51,2.64,BR,2021-02-02 21:58:48
508,Sobolevo,54.4299,31.8996,14.16,95,100,10.25,RU,2021-02-02 21:58:48
509,Sarangani,5.4033,125.4636,81.37,76,100,11.34,PH,2021-02-02 21:58:48
510,Nelson Bay,-32.7167,152.15,70.0,94,75,10.36,AU,2021-02-02 21:58:48
511,Maniitsoq,65.4167,-52.9,-1.89,78,0,7.72,GL,2021-02-02 21:58:48
512,La Ronge,55.1001,-105.2842,17.6,93,100,10.36,CA,2021-02-02 21:58:48
513,Kathmandu,27.7167,85.3167,42.8,87,20,2.3,NP,2021-02-02 21:54:23
514,Nesebar,42.7833,27.7333,46.4,100,90,3.44,BG,2021-02-02 21:58:48
515,Faanui,-16.4833,-151.75,81.41,76,3,14.07,PF,2021-02-02 21:57:28
516,Fukue,32.6881,128.8419,42.87,71,100,19.6,JP,2021-02-02 21:58:49
517,Colac,-38.3333,143.5833,57.99,1,16,4.0,AU,2021-02-02 21:53:57
518,Ahtopol,42.1,27.95,46.4,100,90,3.44,BG,2021-02-02 21:58:49
519,Riohacha,11.5444,-72.9072,80.6,73,0,11.81,CO,2021-02-02 21:54:50
520,La Mira,18.035,-102.3266,84.31,56,0,9.46,MX,2021-02-02 21:58:49
521,Kokkola,63.8385,23.1307,-5.8,84,0,5.75,FI,2021-02-02 21:58:49
522,Cayenne,4.9333,-52.3333,78.8,94,40,6.91,GF,2021-02-02 21:57:55
523,Finschhafen,-6.6024,147.8681,81.97,76,100,4.29,PG,2021-02-02 21:58:50
524,Hazorasp,41.3194,61.0742,33.8,75,0,4.61,UZ,2021-02-02 21:58:50
525,Nyurba,63.2842,118.3319,-34.42,82,98,8.75,RU,2021-02-02 21:58:50
526,Abu Samrah,35.3029,37.1841,50.76,66,92,11.54,SY,2021-02-02 21:58:50
527,Ulaanbaatar,47.9077,106.8832,-16.6,76,0,2.06,MN,2021-02-02 21:55:52
528,Pemangkat,1.1667,108.9667,76.98,88,97,11.74,ID,2021-02-02 21:58:50
529,Amga,60.8953,131.9608,-39.28,79,100,3.85,RU,2021-02-02 21:58:50
530,Merauke,-8.4667,140.3333,77.81,90,75,12.35,ID,2021-02-02 21:58:50
531,Abu Dhabi,24.4667,54.3667,64.4,77,0,6.2,AE,2021-02-02 21:58:21
532,Sept-Iles,50.2001,-66.3821,26.6,59,100,3.44,CA,2021-02-02 21:58:50
533,Berdigestyakh,62.0989,126.6992,-39.15,79,100,7.81,RU,2021-02-02 21:58:50
534,Komsomolskiy,40.4272,71.7189,37.4,60,0,6.91,UZ,2021-02-02 21:58:51
535,Bereda,43.2686,-7.5406,55.0,99,100,11.99,ES,2021-02-02 21:58:51
536,Saint-Pierre,-21.3393,55.4781,80.6,74,40,4.61,RE,2021-02-02 21:58:51
537,Evreux,49.0241,1.1508,51.01,87,20,12.66,FR,2021-02-02 21:58:51
538,Nemuro,43.3236,145.575,14.11,83,19,24.18,JP,2021-02-02 21:58:51
539,Carauari,-4.8828,-66.8958,76.93,94,100,3.98,BR,2021-02-02 21:58:51
540,Kununurra,-15.7667,128.7333,78.8,100,83,4.61,AU,2021-02-02 21:58:51
541,Yenotayevka,47.2456,47.0281,34.0,99,44,1.01,RU,2021-02-02 21:58:51
542,Mareeba,-17.0,145.4333,78.8,78,24,0.67,AU,2021-02-02 21:58:52
543,Deneysville,-26.8908,28.0971,56.05,88,100,10.85,ZA,2021-02-02 21:58:52
544,Nassjo,57.6531,14.6968,24.8,100,90,4.61,SE,2021-02-02 21:58:52
545,Urk,52.6625,5.6014,39.0,90,100,1.01,NL,2021-02-02 21:58:52
546,Tautira,-17.7333,-149.15,86.0,62,40,9.22,PF,2021-02-02 21:58:52
547,Jalu,29.0331,21.5482,56.84,47,26,2.95,LY,2021-02-02 21:58:52
548,Moron,-34.6534,-58.6198,78.01,66,96,1.99,AR,2021-02-02 21:56:01
549,Emerald,-23.5333,148.1667,77.0,73,25,4.61,AU,2021-02-02 21:58:52
550,Calais,50.9167,1.8333,52.0,92,55,8.01,FR,2021-02-02 21:58:53
551,Ulladulla,-35.35,150.4667,66.99,55,20,10.36,AU,2021-02-02 21:58:53
552,Kabanjahe,3.1001,98.4908,75.2,100,40,2.3,ID,2021-02-02 21:58:53
553,Kailua,21.4022,-157.7394,77.0,65,75,10.36,US,2021-02-02 21:58:53
554,Ust-Maya,60.4167,134.5333,-40.56,80,100,0.85,RU,2021-02-02 21:58:53
555,Port Hardy,50.6996,-127.4199,42.8,81,75,18.41,CA,2021-02-02 21:58:53
556,Pacific Grove,36.6177,-121.9166,57.99,94,90,5.75,US,2021-02-02 21:56:08
557,Mirnyy,62.5353,113.9611,-33.52,82,99,10.8,RU,2021-02-02 21:58:53
558,Honiara,-9.4333,159.95,78.26,87,89,8.39,SB,2021-02-02 21:58:53
559,Saint-Paul,-21.0096,55.2707,75.0,91,28,1.01,RE,2021-02-02 21:58:29
560,Los Alamos,35.8881,-106.307,52.0,35,90,3.06,US,2021-02-02 21:58:54
561,Andrushivka,50.0229,29.0202,23.02,98,1,8.19,UA,2021-02-02 21:58:54
562,Baiquan,47.5833,126.0833,-22.13,81,0,7.72,CN,2021-02-02 21:58:54
563,Santa Cruz,-17.8,-63.1667,84.2,74,75,14.97,BO,2021-02-02 21:58:54
564,Dhidhdhoo,6.8833,73.1,81.34,70,0,1.61,MV,2021-02-02 21:58:54
565,Bahia De Caraquez,-0.6,-80.4167,84.2,74,40,8.05,EC,2021-02-02 21:58:54
566,Novobirilyussy,56.9514,90.6661,14.09,96,100,8.34,RU,2021-02-02 21:58:54
567,Lujiang,31.2581,117.2817,39.99,93,63,4.47,CN,2021-02-02 21:58:54
568,Taywarah,33.35,64.4167,25.63,87,5,0.45,AF,2021-02-02 21:58:54
569,Charters Towers,-20.1,146.2667,77.68,69,0,5.86,AU,2021-02-02 21:58:54
570,Kieta,-6.2167,155.6333,83.1,77,93,11.16,PG,2021-02-02 21:58:55
571,Shirokiy,49.758,129.523,-29.02,83,50,9.06,RU,2021-02-02 21:58:55
572,Krivogastani,41.3361,21.3331,44.22,81,37,1.07,MK,2021-02-02 21:58:55
573,Nhulunbuy,-12.2333,136.7667,78.8,94,100,3.44,AU,2021-02-02 21:55:16
574,Pimentel,-6.8367,-79.9342,77.0,61,0,26.46,PE,2021-02-02 21:58:55
575,Saint Anthony,45.0205,-93.218,26.01,80,90,8.05,US,2021-02-02 21:58:55
576,Nanchang,28.6833,115.8833,52.09,70,98,0.92,CN,2021-02-02 21:58:55
577,Pires Do Rio,-17.2997,-48.2794,72.86,85,100,3.74,BR,2021-02-02 21:58:55
578,Balaipungut,1.05,101.2833,77.0,88,40,1.19,ID,2021-02-02 21:58:55
579,Birao,10.2849,22.7882,77.9,21,0,4.23,CF,2021-02-02 21:58:55
580,Port Lincoln,-34.7333,135.8667,62.98,78,74,12.75,AU,2021-02-02 21:58:56
581,Ulaangom,49.9811,92.0667,-15.5,87,36,1.34,MN,2021-02-02 21:58:56
582,Mao,39.8885,4.2658,53.6,100,0,6.91,ES,2021-02-02 21:58:56
